rank,word,freq,normalised_per_10000_words
12267,updated,2,0
12267,upholding,2,0
12267,upoko-o-te-ika,2,0
12267,upokorehe,2,0
12267,upokowhakamutunga,2,0
12267,upon,2,0
12267,urenika,2,0
12267,urukehu,2,0
12267,ururanga,2,0
12267,urutaa,2,0
12267,uruwhetū,2,0
12267,usa,2,0
12267,usher,2,0
12267,usp,2,0
12267,ustinov,2,0
12267,usually,2,0
12267,utanganui,2,0
12267,utungia,2,0
12267,uwhi,2,0
12267,vagina,2,0
12267,vaiaho,2,0
12267,valance,2,0
12267,valentine,2,0
12267,valley,2,0
12267,valve,2,0
12267,vampire,2,0
12267,vancouver,2,0
12267,variations,2,0
12267,vea,2,0
12267,vegetables,2,0
12267,vegetarian,2,0
12267,venting,2,0
12267,veranoa,2,0
12267,verb,2,0
12267,verse,2,0
12267,veteran,2,0
12267,vicki,2,0
12267,videos,2,0
12267,village,2,0
12267,viv,2,0
12267,vodka,2,0
12267,voting,2,0
12267,voyage,2,0
12267,vulnerable,2,0
12267,w4,2,0
12267,waahanga,2,0
12267,waara,2,0
12267,waatea603am,2,0
12267,wackrow,2,0
12267,waero,2,0
12267,waetea,2,0
12267,waggle,2,0
12267,wagner,2,0
12267,wahanaga,2,0
12267,wahawaha,2,0
12267,wahia,2,0
12267,wai-whai,2,0
12267,waiapū,2,0
12267,waiatamai,2,0
12267,waiautoa,2,0
12267,waihaha,2,0
12267,waihine,2,0
12267,waihoa,2,0
12267,waikaukau,2,0
12267,waikotikoti,2,0
12267,wailers,2,0
12267,waimamaku,2,0
12267,waimariarawa,2,0
12267,waimori,2,0
12267,waimāori,2,0
12267,wainanga,2,0
12267,waingaro,2,0
12267,wainono,2,0
12267,waiotahe,2,0
12267,waiparapara,2,0
12267,waipukengia,2,0
12267,waipū,2,0
12267,wairuatanga,2,0
12267,waitao,2,0
12267,waitata,2,0
12267,waitere,2,0
12267,waitohuia,2,0
12267,waiuku,2,0
12267,waiwhakareke,2,0
12267,waiwhakereke,2,0
12267,waka-a-māui,2,0
12267,waka-tēte,2,0
12267,wakamenenga,2,0
12267,wakaminenga,2,0
12267,wakaputanga,2,0
12267,wakatane,2,0
12267,wales,2,0
12267,walking,2,0
12267,walters,2,0
12267,wangarei,2,0
12267,wanna,2,0
12267,waoku,2,0
12267,wapu,2,0
12267,warahi,2,0
12267,waraki,2,0
12267,wardens,2,0
12267,wards,2,0
12267,warewaretanga,2,0
12267,waripori,2,0
12267,warming,2,0
12267,warua,2,0
12267,wasted,2,0
12267,watercare,2,0
12267,wati,2,0
12267,watson,2,0
12267,watt,2,0
12267,watup,2,0
12267,wave,2,0
12267,wawahi,2,0
12267,wawatatia,2,0
12267,wbu,2,0
12267,weaponry,2,0
12267,wearing,2,0
12267,weave,2,0
12267,web,2,0
12267,webcast,2,0
12267,webpage,2,0
12267,website,2,0
12267,wed,2,0
12267,weena,2,0
12267,weetahi,2,0
12267,weight,2,0
12267,weka,2,0
12267,wekeneru,2,0
12267,wellbeing,2,0
12267,went,2,0
12267,werner,2,0
12267,weta,2,0
12267,wetehi,2,0
12267,wewehi,2,0
12267,wexford,2,0
12267,wgtn,2,0
12267,wgton,2,0
12267,wh3,2,0
12267,whaaa,2,0
12267,whaaaaat,2,0
12267,whaaaro,2,0
12267,whaaia,2,0
12267,whaakae,2,0
12267,whaakii,2,0
12267,whaiaipō,2,0
12267,whaiana,2,0
12267,whaiariki,2,0
12267,whainariii,2,0
12267,whainatia,2,0
12267,whaioranga,2,0
12267,whaitara,2,0
12267,whakaahuru,2,0
12267,whakaahurutia,2,0
12267,whakaaio,2,0
12267,whakaakiaki,2,0
12267,whakaakohia,2,0
12267,whakaakonga,2,0
12267,whakaakotia,2,0
12267,whakaaraara,2,0
12267,whakaarohanga,2,0
12267,whakaataata,2,0
12267,whakaatungia,2,0
12267,whakaaturana,2,0
12267,whakaatutia,2,0
12267,whakaauraki,2,0
12267,whakaaweawetia,2,0
12267,whakaawetia,2,0
12267,whakaeatanga,2,0
12267,whakaekenga,2,0
12267,whakaemihia,2,0
12267,whakaero,2,0
12267,whakahae,2,0
12267,whakahanga,2,0
12267,whakahauhau,2,0
12267,whakahaumako,2,0
12267,whakahaumanu,2,0
12267,whakahaungia,2,0
12267,whakahauora,2,0
12267,whakahei,2,0
12267,whakahiapo,2,0
12267,whakahihikotia,2,0
12267,whakahihiri,2,0
12267,whakahii,2,0
12267,whakahirahia,2,0
12267,whakahirihiri,2,0
12267,whakahohe,2,0
12267,whakahononga,2,0
12267,whakahonoretia,2,0
12267,whakahora,2,0
12267,whakahoroa,2,0
12267,whakahuahia,2,0
12267,whakahā,2,0
12267,whakahāerenga,2,0
12267,whakahāngai,2,0
12267,whakahāngūtia,2,0
12267,whakahōu,2,0
12267,whakahōutia,2,0
12267,whakaine,2,0
12267,whakairohia,2,0
12267,whakak,2,0
12267,whakakaa,2,0
12267,whakakahangia,2,0
12267,whakakahore,2,0
12267,whakakake,2,0
12267,whakakaohia,2,0
12267,whakakapinga,2,0
12267,whakakauria,2,0
12267,whakakekero,2,0
12267,whakakiikii,2,0
12267,whakakikii,2,0
12267,whakakiwa,2,0
12267,whakako,2,0
12267,whakakorikori,2,0
12267,whakakotahitia,2,0
12267,whakakākahu,2,0
12267,whakakāngia,2,0
12267,whakamahanatia,2,0
12267,whakamahingia,2,0
12267,whakamakaka,2,0
12267,whakamaroke,2,0
12267,whakamarumaru,2,0
12267,whakamatariki,2,0
12267,whakamateka,2,0
12267,whakamrama,2,0
12267,whakamāharatanga,2,0
12267,whakamāhi,2,0
12267,whakamāmā,2,0
12267,whakamāramahia,2,0
12267,whakamātakitaki,2,0
12267,whakamātautauhia,2,0
12267,whakamōhiotanga,2,0
12267,whakananu,2,0
12267,whakaneke,2,0
12267,whakanekenekehia,2,0
12267,whakang,2,0
12267,whakangaiotanga,2,0
12267,whakangao,2,0
12267,whakangi,2,0
12267,whakangotea,2,0
12267,whakanoho,2,0
12267,whakanonenone,2,0
12267,whakanuitia,2,0
12267,whakanukunukuhia,2,0
12267,whakaohiti,2,0
12267,whakaohoho,2,0
12267,whakaohoohotia,2,0
12267,whakaohorere,2,0
12267,whakaongaonga,2,0
12267,whakaorahia,2,0
12267,whakaoratia,2,0
12267,whakaotinga,2,0
12267,whakaotingia,2,0
12267,whakapaahaa,2,0
12267,whakapainga,2,0
12267,whakapaohotanga,2,0
12267,whakapara,2,0
12267,whakaparau,2,0
12267,whakapari,2,0
12267,whakaparuparu,2,0
12267,whakapaukaha,2,0
12267,whakapaunga,2,0
12267,whakapikinga,2,0
12267,whakapiria,2,0
12267,whakapokenga,2,0
12267,whakapuakihia,2,0
12267,whakapuke,2,0
12267,whakapukepuke,2,0
12267,whakapumautanga,2,0
12267,whakapupuri,2,0
12267,whakaputunga,2,0
12267,whakapāhōtia,2,0
12267,whakapākehatanga,2,0
12267,whakapāohotanga,2,0
12267,whakapōwauwau,2,0
12267,whakapūaki,2,0
12267,whakapūmautia,2,0
12267,whakarapopototanga,2,0
12267,whakaraua,2,0
12267,whakarauorahia,2,0
12267,whakaraupō,2,0
12267,whakarautanga,2,0
12267,whakareanga,2,0
12267,whakarereke,2,0
12267,whakarerekētia,2,0
12267,whakarewangia,2,0
12267,whakari,2,0
12267,whakaria,2,0
12267,whakariri,2,0
12267,whakariteritenga,2,0
12267,whakaroaina,2,0
12267,whakaroko,2,0
12267,whakarongotai,2,0
12267,whakarākai,2,0
12267,whakarāpopotonga,2,0
12267,whakarāwaitanga,2,0
12267,whakarāwaitia,2,0
12267,whakarīrā,2,0
12267,whakataenga,2,0
12267,whakatahe,2,0
12267,whakatahuri,2,0
12267,whakatamarahi,2,0
12267,whakatapoko,2,0
12267,whakatapua,2,0
12267,whakatari,2,0
12267,whakatatae,2,0
12267,whakatauki-,2,0
12267,whakataumaha,2,0
12267,whakatauāki,2,0
12267,whakatewhanga,2,0
12267,whakatewhatewha,2,0
12267,whakatinanatia,2,0
12267,whakatipuria,2,0
12267,whakatitonga,2,0
12267,whakatoo,2,0
12267,whakatupato,2,0
12267,whakatupua,2,0
12267,whakaturetia,2,0
12267,whakatutukia,2,0
12267,whakatutukihia,2,0
12267,whakatutukinga,2,0
12267,whakatuu,2,0
12267,whakatuwherahia,2,0
12267,whakatuwheratia,2,0
12267,whakatārewahia,2,0
12267,whakatātare,2,0
12267,whakatīnana,2,0
12267,whakatītina,2,0
12267,whakatūhia,2,0
12267,whakatūnga,2,0
12267,whakatūngia,2,0
12267,whakatūtuki,2,0
12267,whakatūturu,2,0
12267,whakauae,2,0
12267,whakauka,2,0
12267,whakaupa,2,0
12267,whakaurunga,2,0
12267,whakawahinga,2,0
12267,whakaware,2,0
12267,whakawatia,2,0
12267,whakawehea,2,0
12267,whakawehenga,2,0
12267,whakawerawera,2,0
12267,whakawhaiti,2,0
12267,whakawhaiāipo,2,0
12267,whakawhara,2,0
12267,whakawhenuatia,2,0
12267,whakawhānake,2,0
12267,whakawhānautanga,2,0
12267,whakawhētai,2,0
12267,whakawākia,2,0
12267,whakinga,2,0
12267,whakrongo,2,0
12267,whaktauki,2,0
12267,whakā,2,0
12267,whale,2,0
12267,whamere,2,0
12267,whananui,2,0
12267,whanaui,2,0
12267,whangamarino,2,0
12267,whanganuiatara,2,0
12267,whangaruru,2,0
12267,whanu,2,0
12267,wharanui,2,0
12267,wharawhi,2,0
12267,wharehui,2,0
12267,wharehākinakina,2,0
12267,whareongaonga,2,0
12267,whareparoa,2,0
12267,wharepikitia,2,0
12267,wharepora,2,0
12267,wharepūhunga,2,0
12267,wharetipuna,2,0
12267,wharikihia,2,0
12267,wharowharo,2,0
12267,whatahoro,2,0
12267,whatarangi,2,0
12267,whataroa,2,0
12267,whatumanawau,2,0
12267,whaturua,2,0
12267,whatuwhiwhi,2,0
12267,whawhaia,2,0
12267,whawhewhawhe,2,0
12267,whe,2,0
12267,wheakotia,2,0
12267,wheeruu,2,0
12267,wheko,2,0
12267,whenanau,2,0
12267,whenu,2,0
12267,whenuahia,2,0
12267,whenuahou,2,0
12267,whenuatanga,2,0
12267,wheoke,2,0
12267,whepuere,2,0
12267,whera,2,0
12267,wherawherahia,2,0
12267,wheroki,2,0
12267,wheru,2,0
12267,whewheia,2,0
12267,whiorerua,2,0
12267,whirikoka,2,0
12267,whirinoa,2,0
12267,whiripare,2,0
12267,whiroki,2,0
12267,whitiata,2,0
12267,whitimai,2,0
12267,whitinamu,2,0
12267,whitiwhitia,2,0
12267,whitiwhitiora,2,0
12267,whiunga,2,0
12267,whole,2,0
12267,whom,2,0
12267,whoro,2,0
12267,whuare,2,0
12267,whutu,2,0
12267,whutupaora,2,0
12267,whuturīki,2,0
12267,whuuuuuu,2,0
12267,whuuuuuuuu,2,0
12267,whāeneene,2,0
12267,whāi,2,0
12267,whāioio,2,0
12267,whākao,2,0
12267,whākī,2,0
12267,whānau-a-karuai,2,0
12267,whānauka,2,0
12267,whānautahi,2,0
12267,whāngaitia,2,0
12267,whānuihia,2,0
12267,whāomoomo,2,0
12267,whārikihia,2,0
12267,whārōrō,2,0
12267,whātaitai,2,0
12267,whātorohia,2,0
12267,whēkau,2,0
12267,whēnā,2,0
12267,whētuki,2,0
12267,whēua,2,0
12267,whēwhē,2,0
12267,wiata,2,0
12267,wifi,2,0
12267,wiha,2,0
12267,wihi,2,0
12267,wiikene,2,0
12267,wikatene,2,0
12267,wikiti,2,0
12267,wikēne,2,0
12267,wil,2,0
12267,williamson,2,0
12267,willow-jean,2,0
12267,wind,2,0
12267,wing,2,0
12267,winters,2,0
12267,wipce,2,0
12267,wipi,2,0
12267,wise,2,0
12267,wishing,2,0
12267,wn,2,0
12267,wna,2,0
12267,wohooo,2,0
12267,wolverine,2,0
12267,womp,2,0
12267,won,2,0
12267,wonder,2,0
12267,wong,2,0
12267,woody,2,0
12267,woohoohoo,2,0
12267,woohooo,2,0
12267,wooohoooo,2,0
12267,woooohoooo,2,0
12267,woooow,2,0
12267,woopere,2,0
12267,wordpress,2,0
12267,worse,2,0
12267,woweee,2,0
12267,written,2,0
12267,wth,2,0
12267,wuuuhuuu,2,0
12267,wāanau,2,0
12267,wāhau,2,0
12267,wāheke,2,0
12267,wāhimahi,2,0
12267,wāhinoho,2,0
12267,wāmahi,2,0
12267,wāmua,2,0
12267,wāo,2,0
12267,wāteatanga,2,0
12267,wēnerei,2,0
12267,wīkena,2,0
12267,wīremu,2,0
12267,wīwini,2,0
12267,xd,2,0
12267,xoxoxo,2,0
12267,xxoo,2,0
12267,xxxxxxx,2,0
12267,y13,2,0
12267,yaaaaas,2,0
12267,yall,2,0
12267,yang,2,0
12267,yasmin,2,0
12267,yassss,2,0
12267,yawn,2,0
12267,yeiyah,2,0
12267,yesss,2,0
12267,yiya,2,0
12267,york,2,0
12267,youll,2,0
12267,young,2,0
12267,yours,2,0
12267,yourselves,2,0
12267,yous,2,0
12267,youve,2,0
12267,ytt,2,0
12267,yummy,2,0
12267,yuss,2,0
12267,zepa,2,0
12267,zion,2,0
12267,zuu,2,0
12267,zzzzz,2,0
12267,zzzzzz,2,0
12267,ā-dm,2,0
12267,ā-hinengaro,2,0
12267,ā-kirimana,2,0
12267,ā-matawā,2,0
12267,ā-rorohiko,2,0
12267,ā-rōpū,2,0
12267,ā-tae,2,0
12267,ā-tīnana,2,0
12267,ā-waho,2,0
12267,ā-whare,2,0
12267,āatahua,2,0
12267,āfai,2,0
12267,āheitia,2,0
12267,āhia,2,0
12267,āhuahira,2,0
12267,āina,2,0
12267,āioio,2,0
12267,ākarana,2,0
12267,ākiri,2,0
12267,ākonoanga,2,0
12267,ākua,2,0
12267,āmani,2,0
12267,āmoa,2,0
12267,āmuri,2,0
12267,ānau,2,0
12267,āni,2,0
12267,āniwhaniwha,2,0
12267,āpitihia,2,0
12267,āpititia,2,0
12267,āpopō,2,0
12267,āra,2,0
12267,āraitanga,2,0
12267,āraiteuru,2,0
12267,āraitia,2,0
12267,ārani,2,0
12267,āro,2,0
12267,ātahirā,2,0
12267,ātamarie,2,0
12267,ātamira,2,0
12267,ātanga,2,0
12267,ātipihopa,2,0
12267,āwaiā,2,0
12267,āwau,2,0
12267,āwha,2,0
12267,āwhero,2,0
12267,ēne,2,0
12267,ēnēi,2,0
12267,ērima,2,0
12267,īhipa,2,0
12267,īhipani,2,0
12267,īmeera,2,0
12267,īmērahia,2,0
12267,īmērā,2,0
12267,īnoa,2,0
12267,īnāianei,2,0
12267,īnāpō,2,0
12267,īpāho,2,0
12267,īrangi,2,0
12267,īwaea,2,0
12267,īwha,2,0
12267,ō-pango,2,0
12267,ōhie,2,0
12267,ōhua,2,0
12267,ōiwi,2,0
12267,ōkawatia,2,0
12267,ōkoro,2,0
12267,ōkura,2,0
12267,ōlelo,2,0
12267,ōnoke,2,0
12267,ōpeke,2,0
12267,ōpotiki,2,0
12267,ōrangi,2,0
12267,ōroa,2,0
12267,ōrongonui,2,0
12267,ōturu,2,0
12267,ōtākau,2,0
12267,ōwā,2,0
12267,ōwī,2,0
12267,ūia,2,0
12267,ūngeri,2,0
12267,ūropi,2,0
12267,ūū,2,0
18160,##cityof100lovers##whakātamāori,1,0
18160,##gigagtowngis,1,0
18160,##haka,1,0
18160,##ngātikahungunu,1,0
18160,##tekupu#50kupu#1wiki,1,0
18160,##tāne,1,0
18160,##wohui2018,1,0
18160,#100happydays,1,0
18160,#100yearsagotoday,1,0
18160,#10km,1,0
18160,#10tau,1,0
18160,#10trends,1,0
18160,#10twittercrushes,1,0
18160,#10yranniverasary,1,0
18160,#10yrsold,1,0
18160,#120k,1,0
18160,#1234pukana,1,0
18160,#125pāroaanniversary,1,0
18160,#12hoursoffitness,1,0
18160,#12in2012,1,0
18160,#12weekchallenge,1,0
18160,#12wiki,1,0
18160,#14mths,1,0
18160,#15,1,0
18160,#150ngātau,1,0
18160,#150yrs,1,0
18160,#151007,1,0
18160,#152ngātau,1,0
18160,#175tau,1,0
18160,#1972,1,0
18160,#19yearslater,1,0
18160,#1forget,1,0
18160,#1haumano,1,0
18160,#1miriinatīhau,1,0
18160,#1mirionatiahu,1,0
18160,#1miriontihau,1,0
18160,#1miriontweets,1,0
18160,#1of4ofmykōhangababies,1,0
18160,#1ohepetema,1,0
18160,#1rātōmuri,1,0
18160,#1staid,1,0
18160,#1stworldproblems,1,0
18160,#2013,1,0
18160,#2013celebration,1,0
18160,#2014,1,0
18160,#2014ahuwhenuafarmawards,1,0
18160,#2015matatiniwinners,1,0
18160,#2017elections,1,0
18160,#2019,1,0
18160,#2019gains,1,0
18160,#22pushupchallenge#mahurumaori,1,0
18160,#22pushups#22kill,1,0
18160,#23yearsandcounting,1,0
18160,#24hrmish,1,0
18160,#25th,1,0
18160,#25yrsmaorilanguageact,1,0
18160,#27degreesyesterday,1,0
18160,#27fm,1,0
18160,#280characters,1,0
18160,#28māoribattalion,1,0
18160,#28thmāoribattalion,1,0
18160,#2drinksmax,1,0
18160,#2forsorryboutit,1,0
18160,#2hhono2,1,0
18160,#2hoho2,1,0
18160,#2hono#tuahiwi,1,0
18160,#2hono2#tereo#4no1,1,0
18160,#2hoursoffitness,1,0
18160,#2mano,1,0
18160,#2rangawaewae,1,0
18160,#2reocluster,1,0
18160,#2seasonsin1daysofar,1,0
18160,#2ticks,1,0
18160,#3,1,0
18160,#300,1,0
18160,#3000,1,0
18160,#333,1,0
18160,#35years,1,0
18160,#36,1,0
18160,#366,1,0
18160,#3amstarts,1,0
18160,#3daysoff,1,0
18160,#3forcatchyouup,1,0
18160,#3moreyears,1,0
18160,#3rdworldprobnocelly,1,0
18160,#3wordsbetterthaniloveyou,1,0
18160,#3yearsold,1,0
18160,#40years,1,0
18160,#40yrs,1,0
18160,#4life,1,0
18160,#4pm,1,0
18160,#4pmish,1,0
18160,#544,1,0
18160,#5aday,1,0
18160,#5amstart,1,0
18160,#5miriona,1,0
18160,#5pmhīmene,1,0
18160,#60years,1,0
18160,#6monthsinaleakyboat,1,0
18160,#6ngātau,1,0
18160,#7,1,0
18160,#7000thtweet,1,0
18160,#756,1,0
18160,#7moredays,1,0
18160,#7sisters,1,0
18160,#7whenua3wiki,1,0
18160,#8daysofchristmas,1,0
18160,#8ōnoema,1,0
18160,#9,1,0
18160,#911,1,0
18160,#97,1,0
18160,#9hourtrip,1,0
18160,#aahinengaro,1,0
18160,#aawairua,1,0
18160,#abeautifulevening,1,0
18160,#abewharewaka,1,0
18160,#abillionbetterthings,1,0
18160,#abiteveryday,1,0
18160,#abolitionnow,1,0
18160,#aboutthekids,1,0
18160,#abouttime,1,0
18160,#abstract,1,0
18160,#absvssamoa,1,0
18160,#abundantmindset,1,0
18160,#accelerator18,1,0
18160,#accelorator2018,1,0
18160,#accept,1,0
18160,#accordingto,1,0
18160,#acdc,1,0
18160,#aceofdiamonds,1,0
18160,#acnpd,1,0
18160,#acoy,1,0
18160,#activeowners,1,0
18160,#actor,1,0
18160,#actoring,1,0
18160,#actuallyrics,1,0
18160,#adamgoodes,1,0
18160,#adamsandler,1,0
18160,#addictivetendencies,1,0
18160,#addup,1,0
18160,#adhdmuch,1,0
18160,#aemarika,1,0
18160,#aemarikayenah,1,0
18160,#aeunewed,1,0
18160,#afmlta2015,1,0
18160,#afternoonwander,1,0
18160,#again,1,0
18160,#agentiveprefix,1,0
18160,#aggs,1,0
18160,#agiftfromgod,1,0
18160,#agm,1,0
18160,#agsci,1,0
18160,#ahaui,1,0
18160,#ahauī,1,0
18160,#ahi,1,0
18160,#ahikaipō,1,0
18160,#ahikomau,1,0
18160,#ahikāroa,1,0
18160,#ahipara,1,0
18160,#ahipepe,1,0
18160,#ahotea,1,0
18160,#ahuareka,1,0
18160,#ahureastarwars,1,0
18160,#ahurei,1,0
18160,#ahureipūweru,1,0
18160,#ahurewa1002016,1,0
18160,#ahurewa3002014,1,0
18160,#ahururi,1,0
18160,#ahuwhenua,1,0
18160,#ai,1,0
18160,#aia,1,0
18160,#aianei,1,0
18160,#aienua,1,0
18160,#aihikirimi,1,0
18160,#aiono,1,0
18160,#airani,1,0
18160,#airnewzealand,1,0
18160,#airnz,1,0
18160,#airnz75,1,0
18160,#airnzhaiku,1,0
18160,#airnzhobbit,1,0
18160,#airnzsusty,1,0
18160,#aisling,1,0
18160,#aitua,1,0
18160,#ajseeley,1,0
18160,#akatokamanva,1,0
18160,#ake3,1,0
18160,#akeakeake,1,0
18160,#akeakekiakahae,1,0
18160,#akeaketonuatu,1,0
18160,#akiaki,1,0
18160,#akl175th,1,0
18160,#akl9s,1,0
18160,#akldcitymission,1,0
18160,#akldomain,1,0
18160,#akleats,1,0
18160,#aklmarathon,1,0
18160,#akmarathon,1,0
18160,#ako#tereo,1,0
18160,#ako-e13,1,0
18160,#ako-ū,1,0
18160,#ako14,1,0
18160,#ako5,1,0
18160,#akochat,1,0
18160,#akoe13akoe14,1,0
18160,#akoe2013akoe2014,1,0
18160,#akoe2103,1,0
18160,#akonoia,1,0
18160,#akorangamōteparaire,1,0
18160,#akoseries4,1,0
18160,#akotonu,1,0
18160,#akou14,1,0
18160,#akukairangahau,1,0
18160,#alabama,1,0
18160,#albusrawhiticonnell,1,0
18160,#alcohlefreexmas,1,0
18160,#alittleboywaits,1,0
18160,#alittlegirlwaits,1,0
18160,#alive,1,0
18160,#all,1,0
18160,#allareascaffolding,1,0
18160,#allblackgreats,1,0
18160,#allblacks2013,1,0
18160,#allblacks4life,1,0
18160,#allclass,1,0
18160,#alldayeerday,1,0
18160,#allgood,1,0
18160,#allin,1,0
18160,#allinthistogether,1,0
18160,#allknowingmanāki,1,0
18160,#allornothing,1,0
18160,#alloursons#tereo#tehokowhitutoa,1,0
18160,#allovathenet,1,0
18160,#allstars,1,0
18160,#allthefeels,1,0
18160,#ally,1,0
18160,#alofamoni,1,0
18160,#alreadystuckintheroro,1,0
18160,#alreadytalkinboutthegoodoldays,1,0
18160,#always,1,0
18160,#alwayslearning,1,0
18160,#alwayslovingofothers,1,0
18160,#alwayswatching,1,0
18160,#ama,1,0
18160,#amajoroccasion,1,0
18160,#amateur,1,0
18160,#amateurphotographer,1,0
18160,#amazeaballs,1,0
18160,#amazing,1,0
18160,#amcollection,1,0
18160,#amerciascup,1,0
18160,#american,1,0
18160,#americangods,1,0
18160,#amerika,1,0
18160,#amimissinganythinggoodontv,1,0
18160,#amine,1,0
18160,#amineepic,1,0
18160,#amminecraft,1,0
18160,#amnestyinternational,1,0
18160,#amoake,1,0
18160,#amsterreedy,1,0
18160,#amvolume,1,0
18160,#amērika,1,0
18160,#anahī,1,0
18160,#anamata,1,0
18160,#anatehā,1,0
18160,#anattitudeforgratitude,1,0
18160,#ancestors,1,0
18160,#ancientkiwisayings,1,0
18160,#ancientofdayssayings,1,0
18160,#and,1,0
18160,#andinterested,1,0
18160,#andmanymore,1,0
18160,#android,1,0
18160,#andsoitbegins,1,0
18160,#andthennnnn,1,0
18160,#andwhaat,1,0
18160,#anfs,1,0
18160,#angelawallace,1,0
18160,#angelnella,1,0
18160,#angerwithin,1,0
18160,#angitutanga,1,0
18160,#anijadeandmanawa,1,0
18160,#anime-,1,0
18160,#animereviews,1,0
18160,#animoto,1,0
18160,#anipikituari,1,0
18160,#aniwaniwa,1,0
18160,#annefrank,1,0
18160,#anniescorner,1,0
18160,#ansell,1,0
18160,#antibullying,1,0
18160,#antiracist,1,0
18160,#antiracistbaby,1,0
18160,#antsintheirpants,1,0
18160,#anuanu,1,0
18160,#anyone,1,0
18160,#anzac2015,1,0
18160,#anzac2018,1,0
18160,#anzac2019,1,0
18160,#anzac2020,1,0
18160,#anzacconcert2014,1,0
18160,#anzacday2012,1,0
18160,#anzacday2015,1,0
18160,#anzacday2017,1,0
18160,#anzacday2019,1,0
18160,#anzacdebate,1,0
18160,#anzacparade,1,0
18160,#anzacpīkia,1,0
18160,#anzchamps,1,0
18160,#aoetearoa,1,0
18160,#aohikohiko,1,0
18160,#aokawhe,1,0
18160,#aoletmt,1,0
18160,#aonua,1,0
18160,#aoraki_ahau,1,0
18160,#aorakimatatu,1,0
18160,#aorere,1,0
18160,#aoruānuku,1,0
18160,#aotahi,1,0
18160,#aotearegionals,1,0
18160,#aotearoainc,1,0
18160,#aotearoakoreroengawakatoa,1,0
18160,#aotearoarocks,1,0
18160,#aoteasquare,1,0
18160,#aoteautanganui,1,0
18160,#aotepō,1,0
18160,#aoteroa,1,0
18160,#aotikanga,1,0
18160,#aower,1,0
18160,#apageaday,1,0
18160,#apanui2015,1,0
18160,#apanuiwaipapa,1,0
18160,#apec2021,1,0
18160,#apiatavc,1,0
18160,#apimahuika,1,0
18160,#apir,1,0
18160,#apiranamahuika,1,0
18160,#apologizeanna,1,0
18160,#apopo,1,0
18160,#apparantlynot,1,0
18160,#appleevent,1,0
18160,#aprilfools,1,0
18160,#arahitipuna,1,0
18160,#araiteuru,1,0
18160,#aramairahetētēkura,1,0
18160,#aranuioldboy,1,0
18160,#arareo,1,0
18160,#arawadesigns,1,0
18160,#arawapartnership,1,0
18160,#arcticskua,1,0
18160,#ardiesavea,1,0
18160,#arekahānara,1,0
18160,#arerokoi,1,0
18160,#arerotūpuna,1,0
18160,#arewethereyet,1,0
18160,#argh,1,0
18160,#arkhamorigins,1,0
18160,#armys,1,0
18160,#aroaiatereo,1,0
18160,#aroha5,1,0
18160,#arohainatehungaiti,1,0
18160,#arohakore,1,0
18160,#arohamaiarohaatu,1,0
18160,#arohamauroa,1,0
18160,#arohamutungakore,1,0
18160,#arohanuikiahura,1,0
18160,#arohanuitereomaori,1,0
18160,#arohatetahikitetahi,1,0
18160,#arohatiamopapatuanuku,1,0
18160,#arohatiamotereo,1,0
18160,#arohatiatemoana,1,0
18160,#arohatiatreo,1,0
18160,#arohatiatōreo,1,0
18160,#aronuiwines,1,0
18160,#arotahi,1,0
18160,#arotiamai,1,0
18160,#arrogance,1,0
18160,#artfuldresser,1,0
18160,#artinthedark,1,0
18160,#artist,1,0
18160,#artists,1,0
18160,#artsplashs2017,1,0
18160,#aryastark,1,0
18160,#as,1,0
18160,#asbpolyfest,1,0
18160,#asbpolyfest2017#maoristage,1,0
18160,#ashburtonwinz,1,0
18160,#asianssupportingtinorangatiratanga,1,0
18160,#assalaamalaikum,1,0
18160,#assassin,1,0
18160,#asynchronous,1,0
18160,#ataahuatereorangatira,1,0
18160,#atahaere,1,0
18160,#atairangi,1,0
18160,#atakura,1,0
18160,#atamai,1,0
18160,#atamarie,1,0
18160,#atapaki,1,0
18160,#ataraangi,1,0
18160,#atatirohia,1,0
18160,#atea,1,0
18160,#atheistrollcall,1,0
18160,#athiest,1,0
18160,#athop,1,0
18160,#atleastitismemorable,1,0
18160,#atomic,1,0
18160,#atpromise,1,0
18160,#attitude,1,0
18160,#atuamāori,1,0
18160,#atuawhiowhio,1,0
18160,#auaukiterangi,1,0
18160,#auckland,1,0
18160,#aucklandkapahakaregionals,1,0
18160,#aucklandlivin,1,0
18160,#aucklandlove,1,0
18160,#aucklandmonopolyrules,1,0
18160,#aucklandnewzealand,1,0
18160,#aucklandnice,1,0
18160,#aueauckland,1,0
18160,#auemean,1,0
18160,#auemōteata,1,0
18160,#auenz,1,0
18160,#auetemama,1,0
18160,#auetemarangai,1,0
18160,#aukati,1,0
18160,#aukatikaipaipa,1,0
18160,#aumihi,1,0
18160,#aunty,1,0
18160,#auntylove,1,0
18160,#aupiktanga16,1,0
18160,#aurere,1,0
18160,#ausopen,1,0
18160,#ausopenfinal,1,0
18160,#aussie,1,0
18160,#australia,1,0
18160,#australiancricket,1,0
18160,#ausvpak,1,0
18160,#autaiaaotearoa,1,0
18160,#autdigiday,1,0
18160,#autobahncafe,1,0
18160,#autotranslate,1,0
18160,#autum,1,0
18160,#awahou,1,0
18160,#awahudson,1,0
