rank,word,freq,normalised_per_10000_words
6131,hauwhā,6,0
6131,hes,6,0
6131,hianga,6,0
6131,him,6,0
6131,himene,6,0
6131,hinerupe,6,0
6131,hip,6,0
6131,hoahoa,6,0
6131,hohou,6,0
6131,hongoeka,6,0
6131,honoa,6,0
6131,honour,6,0
6131,horihori,6,0
6131,horomona,6,0
6131,htoke,6,0
6131,hukanui,6,0
6131,hurieta,6,0
6131,hurinui,6,0
6131,hāereere,6,0
6131,hātekēhi,6,0
6131,hāwhe,6,0
6131,hēni,6,0
6131,hīkoia,6,0
6131,hīmene,6,0
6131,hīnawanawa,6,0
6131,hīnātore,6,0
6131,hōhepa,6,0
6131,hōmiromiro,6,0
6131,hūare,6,0
6131,hūrō,6,0
6131,iharaira,6,0
6131,ikapahi,6,0
6131,ikeike,6,0
6131,imene,6,0
6131,inaiānei,6,0
6131,inati,6,0
6131,inānahi,6,0
6131,ioa,6,0
6131,jackie,6,0
6131,jan,6,0
6131,jeanette,6,0
6131,jenny,6,0
6131,jimmy,6,0
6131,jonah,6,0
6131,justice,6,0
6131,kaakano,6,0
6131,kahautu,6,0
6131,kahe,6,0
6131,kahika,6,0
6131,kaikuti,6,0
6131,kaikōkiri,6,0
6131,kaiora,6,0
6131,kaipuke,6,0
6131,kaipupuri,6,0
6131,kairanga,6,0
6131,kaire,6,0
6131,kaitorangapū,6,0
6131,kaiwero,6,0
6131,kaiwhiriwhiri,6,0
6131,kakapa,6,0
6131,kakato,6,0
6131,kamakama,6,0
6131,kamehameha,6,0
6131,kanaka,6,0
6131,kanapa,6,0
6131,kangakanga,6,0
6131,kapea,6,0
6131,kapinga,6,0
6131,kaponga,6,0
6131,karahuihui,6,0
6131,karoro,6,0
6131,katou,6,0
6131,keemu,6,0
6131,keen,6,0
6131,kehua,6,0
6131,kereti,6,0
6131,kerry,6,0
6131,kiai,6,0
6131,kihini,6,0
6131,kill,6,0
6131,kimikimi,6,0
6131,kinikini,6,0
6131,kirimi,6,0
6131,kirituhi,6,0
6131,kokiritia,6,0
6131,komako,6,0
6131,kope,6,0
6131,koputu,6,0
6131,koroingo,6,0
6131,kotimana,6,0
6131,kotokoto,6,0
6131,kowhao,6,0
6131,kuaretanga,6,0
6131,kuiti,6,0
6131,kuputuhi,6,0
6131,kutia,6,0
6131,kāorekau,6,0
6131,kāpiti,6,0
6131,kāterina,6,0
6131,kēnge,6,0
6131,kēti,6,0
6131,kōingo,6,0
6131,kōnā,6,0
6131,kōrea,6,0
6131,kōrerotanga,6,0
6131,kōtuinga,6,0
6131,kūini,6,0
6131,kūkupa,6,0
6131,la,6,0
6131,lance,6,0
6131,latimer,6,0
6131,lest,6,0
6131,light,6,0
6131,limited,6,0
6131,list,6,0
6131,lorde,6,0
6131,loss,6,0
6131,louis,6,0
6131,maarama,6,0
6131,maataki,6,0
6131,maea,6,0
6131,maeke,6,0
6131,mahalo,6,0
6131,mahinaarangi,6,0
6131,mairangatia,6,0
6131,makiha,6,0
6131,makihoi,6,0
6131,makihuhunu,6,0
6131,makoare,6,0
6131,manaki,6,0
6131,manawareka,6,0
6131,manawatu,6,0
6131,manukanuka,6,0
6131,manurere,6,0
6131,manāki,6,0
6131,maraea,6,0
6131,maramara,6,0
6131,maringa,6,0
6131,masters,6,0
6131,matatahi,6,0
6131,matemate,6,0
6131,mauiuitanga,6,0
6131,maunganui,6,0
6131,maungatapu,6,0
6131,maungateitei,6,0
6131,mauritau,6,0
6131,mauāhara,6,0
6131,mel,6,0
6131,memorial,6,0
6131,milne,6,0
6131,minecraft,6,0
6131,minister,6,0
6131,miringa,6,0
6131,missed,6,0
6131,mission,6,0
6131,moana-nui-a-kiwa,6,0
6131,moemoe,6,0
6131,mohiraia,6,0
6131,moi,6,0
6131,mokomoko,6,0
6131,mokonui,6,0
6131,moon,6,0
6131,mother,6,0
6131,motopaika,6,0
6131,moutohorā,6,0
6131,muma,6,0
6131,murupara,6,0
6131,māhere,6,0
6131,māhina,6,0
6131,māhurehure,6,0
6131,mākariri,6,0
6131,mākona,6,0
6131,mānea,6,0
6131,māngari,6,0
6131,māta,6,0
6131,mātotoru,6,0
6131,mātāpuna,6,0
6131,mātātahi,6,0
6131,mōara,6,0
6131,naaku,6,0
6131,nakonako,6,0
6131,neat,6,0
6131,need,6,0
6131,nehera,6,0
6131,nehua,6,0
6131,nekenga,6,0
6131,never,6,0
6131,ngahuna,6,0
6131,ngakina,6,0
6131,ngapo,6,0
6131,ngari,6,0
6131,ngaringari,6,0
6131,ngaronga,6,0
6131,ngaropo,6,0
6131,ngaroto,6,0
6131,ngaruahine,6,0
6131,ngawha,6,0
6131,nge,6,0
6131,ngeri,6,0
6131,ngongotaha,6,0
6131,ngāroto,6,0
6131,nicholls,6,0
6131,nih,6,0
6131,noel,6,0
6131,non,6,0
6131,nuka,6,0
6131,nuki,6,0
6131,nzqa,6,0
6131,nōreira,6,0
6131,nūpepa,6,0
6131,official,6,0
6131,oha,6,0
6131,onekiritea,6,0
6131,oraiti,6,0
6131,otari,6,0
6131,otiraa,6,0
6131,paerau,6,0
6131,pahu,6,0
6131,pak,6,0
6131,pakihiwi,6,0
6131,paniora,6,0
6131,papaku,6,0
6131,papamoa,6,0
6131,papatu,6,0
6131,papori,6,0
6131,parearau,6,0
6131,parorangi,6,0
6131,passed,6,0
6131,patariki,6,0
6131,patiki,6,0
6131,pato,6,0
6131,patupatu,6,0
6131,paukena,6,0
6131,peehea,6,0
6131,penehīni,6,0
6131,penfold,6,0
6131,penihana,6,0
6131,performance,6,0
6131,periscope,6,0
6131,perth,6,0
6131,phiri,6,0
6131,phone,6,0
6131,pikau,6,0
6131,pikiniki,6,0
6131,pinakitanga,6,0
6131,pini,6,0
6131,piriona,6,0
6131,podcasts,6,0
6131,pohewatia,6,0
6131,poiwhana,6,0
6131,pokohiwi,6,0
6131,pokokōhua,6,0
6131,poncol,6,0
6131,ponsonby,6,0
6131,pool,6,0
6131,poor,6,0
6131,poroa,6,0
6131,pouroto,6,0
6131,power,6,0
6131,pp,6,0
6131,prangi,6,0
6131,prince,6,0
6131,professor,6,0
6131,progress,6,0
6131,pune,6,0
6131,pupū,6,0
6131,purini,6,0
6131,pākia,6,0
6131,pākū,6,0
6131,pāorooro,6,0
6131,pāpaku,6,0
6131,pāpōuri,6,0
6131,pārūrū,6,0
6131,pēkana,6,0
6131,pīwaiwaka,6,0
6131,pōhehe,6,0
6131,pōkēao,6,0
6131,pōmārie,6,0
6131,pōtaetanga,6,0
6131,pūhā,6,0
6131,pūrini,6,0
6131,pūtau,6,0
6131,pūtoi,6,0
6131,quotable,6,0
6131,rahinga,6,0
6131,rahopūru,6,0
6131,rai,6,0
6131,rangihuna,6,0
6131,rangitira,6,0
6131,rangitāmiro,6,0
6131,rao,6,0
6131,rarawe,6,0
6131,raupo,6,0
6131,rawaka,6,0
6131,rd,6,0
6131,rekereke,6,0
6131,remutaka,6,0
6131,reo-,6,0
6131,reva,6,0
6131,ripene,6,0
6131,role,6,0
6131,rolleston,6,0
6131,rose,6,0
6131,rota,6,0
6131,rpū,6,0
6131,ruahikihiki,6,0
6131,rueben,6,0
6131,rukahu,6,0
6131,ruu,6,0
6131,rākaihautū,6,0
6131,rākaumangamanga,6,0
6131,rānō,6,0
6131,rāwekeweke,6,0
6131,rēhi,6,0
6131,samsung,6,0
6131,save,6,0
6131,sbw,6,0
6131,second,6,0
6131,sing,6,0
6131,smart,6,0
6131,spam,6,0
6131,speed,6,0
6131,started,6,0
6131,stoked,6,0
6131,strategy,6,0
6131,sullivan,6,0
6131,susan,6,0
6131,suzanne,6,0
6131,sylvia,6,0
6131,tahanga,6,0
6131,taiko,6,0
6131,taimana,6,0
6131,tairana,6,0
6131,taitea,6,0
6131,takina,6,0
6131,takiuru,6,0
6131,tamaoho,6,0
6131,tanguru,6,0
6131,taonui,6,0
6131,tapatahi,6,0
6131,tapuia,6,0
6131,tarake,6,0
6131,taringi,6,0
6131,tauaro,6,0
6131,taumahekeheke,6,0
6131,taumarunui,6,0
6131,taupātanga,6,0
6131,tauroa,6,0
6131,tauwhainga,6,0
6131,tawhiao,6,0
6131,teaching,6,0
6131,teanau,6,0
6131,tee,6,0
6131,teepu,6,0
6131,tell,6,0
6131,tema,6,0
6131,temepara,6,0
6131,term,6,0
6131,tetekura,6,0
6131,them,6,0
6131,thing,6,0
6131,tiananga,6,0
6131,tikinare,6,0
6131,tinirau,6,0
6131,tiori,6,0
6131,tiwaiwaka,6,0
6131,tmuri,6,0
6131,toby,6,0
6131,toipoto,6,0
6131,tonite,6,0
6131,toopu,6,0
6131,tope,6,0
6131,tori,6,0
6131,tour,6,0
6131,trade,6,0
6131,training,6,0
6131,trcc,6,0
6131,tta,6,0
6131,tuatahitia,6,0
6131,tuatara,6,0
6131,tuawhenua,6,0
6131,tuini,6,0
6131,tuiti,6,0
6131,tunga,6,0
6131,tupuārangi,6,0
6131,turangi,6,0
6131,turongo,6,0
6131,turuturu,6,0
6131,tutungia,6,0
6131,tuumanako,6,0
6131,twitterverse,6,0
6131,tāau,6,0
6131,tākina,6,0
6131,tāpoi,6,0
6131,tārere,6,0
6131,tātauira,6,0
6131,tātāwhāinga,6,0
6131,tāware,6,0
6131,tīkanga,6,0
6131,tīrama,6,0
6131,tītaha,6,0
6131,tīwaiwaka,6,0
6131,tīwakawaka,6,0
6131,tōngakingaki,6,0
6131,tōnui,6,0
6131,tūingoa,6,0
6131,tūmamao,6,0
6131,tūpeka,6,0
6131,tūtohua,6,0
6131,ue,6,0
6131,um,6,0
6131,umm,6,0
6131,until,6,0
6131,urupiua,6,0
6131,uruuru,6,0
6131,uwhiuwhi,6,0
6131,vinaka,6,0
6131,wahapū,6,0
6131,wai-atamai,6,0
6131,waiari,6,0
6131,waihotanga,6,0
6131,waihō,6,0
6131,waikamo,6,0
6131,waikari,6,0
6131,waimarama,6,0
6131,waioeka,6,0
6131,waipa,6,0
6131,waipara,6,0
6131,waipunarangi,6,0
6131,wairewa,6,0
6131,waitaki,6,0
6131,waiu,6,0
6131,wallace,6,0
6131,want,6,0
6131,welcomes,6,0
6131,whaa,6,0
6131,whaakaro,6,0
6131,whaiao,6,0
6131,whakahonore,6,0
6131,whakahuatanga,6,0
6131,whakairihia,6,0
6131,whakairoiro,6,0
6131,whakakao,6,0
6131,whakakau,6,0
6131,whakakipakipa,6,0
6131,whakakoi,6,0
6131,whakakorea,6,0
6131,whakakorenga,6,0
6131,whakakīia,6,0
6131,whakamate,6,0
6131,whakamauru,6,0
6131,whakamoea,6,0
6131,whakamohoao,6,0
6131,whakangūngū,6,0
6131,whakanikoniko,6,0
6131,whakaorangia,6,0
6131,whakapaa,6,0
6131,whakapaha,6,0
6131,whakapaparanga,6,0
6131,whakapuhi,6,0
6131,whakapāoho,6,0
6131,whakaroa,6,0
6131,whakaroaroa,6,0
6131,whakaronga,6,0
6131,whakarukea,6,0
6131,whakaruru,6,0
6131,whakarārangi,6,0
6131,whakaterenga,6,0
6131,whangaitia,6,0
6131,whanganui-ā-tara,6,0
6131,whangaparaoa,6,0
6131,wharekahika,6,0
6131,whatia,6,0
6131,whawhaitia,6,0
6131,wheao,6,0
6131,wheta,6,0
6131,whitiki,6,0
6131,whitiora,6,0
6131,whīra,6,0
6131,whīwhiwhi,6,0
6131,whūū,6,0
6131,wihiki,6,0
6131,wikini,6,0
6131,winiwini,6,0
6131,wish,6,0
6131,wnei,6,0
6131,woman,6,0
6131,wou,6,0
6131,writing,6,0
6131,wāhia,6,0
6131,wāiata,6,0
6131,wāku,6,0
6131,wāna,6,0
6131,wāwau,6,0
6131,wōu,6,0
6131,yehhh,6,0
6131,yess,6,0
6131,youth,6,0
6131,yvonne,6,0
6131,āheitanga,6,0
6131,āianei,6,0
6131,ākōnei,6,0
6131,āpii,6,0
6131,ēhea,6,0
6131,ētita,6,0
6131,īa,6,0
6131,ōhanga,6,0
6131,ōnuku,6,0
6131,ōtāne,6,0
6131,ōuenuku,6,0
6131,ūmere,6,0
6907,#4,5,0
6907,#5,5,0
6907,#akonatereo,5,0
6907,#akoranga,5,0
6907,#anime,5,0
6907,#arohatiatereomāori,5,0
6907,#artonthetrails,5,0
6907,#australiakapahaka,5,0
6907,#awanuiblack,5,0
6907,#awarua,5,0
6907,#beingmāori,5,0
6907,#bmpa,5,0
6907,#brighter,5,0
6907,#brighterfuture,5,0
6907,#celc9,5,0
6907,#challenge,5,0
6907,#chiefs,5,0
6907,#choice,5,0
6907,#cilw,5,0
6907,#cruvhur,5,0
6907,#culture,5,0
6907,#day,5,0
6907,#decision17,5,0
6907,#freewestpapua,5,0
6907,#gaganasamoa,5,0
6907,#gflconf17,5,0
6907,#gisborne,5,0
6907,#good,5,0
6907,#goodtereostories,5,0
6907,#hakahome,5,0
6907,#hard,5,0
6907,#hauiti,5,0
6907,#haunui,5,0
6907,#heireowhanau,5,0
6907,#hemanawawhenua,5,0
6907,#hikurangi,5,0
6907,#hikurangipariha,5,0
6907,#hiruharama,5,0
6907,#hktw15,5,0
6907,#hmw13,5,0
6907,#hoiho,5,0
6907,#hpr,5,0
6907,#hpr2013,5,0
6907,#iirc18,5,0
6907,#in,5,0
6907,#ingoa,5,0
6907,#internationalwomensday,5,0
6907,#kaha,5,0
6907,#kahungunukiaeke,5,0
6907,#kaimoana,5,0
6907,#kaitahu,5,0
6907,#kaitakata,5,0
6907,#kanikani,5,0
6907,#kawakawa,5,0
6907,#kaweaterongopai,5,0
6907,#kawhe,5,0
6907,#kepler,5,0
6907,#kiamahuikatōrite,5,0
6907,#kiamāori,5,0
6907,#kiarere,5,0
6907,#kiatakatū,5,0
6907,#kiwisatwlic2018,5,0
6907,#komtr,5,0
6907,#korerotiatereo,5,0
6907,#kotereokiamaori,5,0
6907,#kowhiri2014,5,0
6907,#ktrkm15,5,0
6907,#kupuotetaiwhangapūtaiao,5,0
6907,#kuratuarua,5,0
6907,#laugh,5,0
6907,#ldsconf,5,0
6907,#lewkdown,5,0
6907,#life,5,0
6907,#makariri,5,0
6907,#mako,5,0
6907,#manatangata,5,0
6907,#manatoa,5,0
6907,#manawāhine,5,0
6907,#manu,5,0
6907,#maoriparty,5,0
6907,#marama,5,0
6907,#mataoralive,5,0
6907,#matapaki,5,0
6907,#matariki15,5,0
6907,#matawananga15,5,0
6907,#maunga,5,0
6907,#meke,5,0
6907,#mihimihimon,5,0
6907,#mlw,5,0
6907,#moemaira,5,0
6907,#mokopunaora,5,0
6907,#mtv,5,0
6907,#mātakimai,5,0
6907,#natlibreads,5,0
6907,#ngahuru,5,0
6907,#ngatiwaiata,5,0
6907,#ngātiapakura,5,0
6907,#ngātihine,5,0
6907,#ngātohureomāori,5,0
6907,#nnh,5,0
6907,#nobeatups,5,0
6907,#nyepoetry,5,0
6907,#nzed,5,0
6907,#nzhistory,5,0
6907,#nzsevens,5,0
6907,#oranga,5,0
6907,#otepoti,5,0
6907,#our,5,0
6907,#pakiwaitara,5,0
6907,#patu,5,0
6907,#phdlife,5,0
6907,#pipimā,5,0
6907,#poihākena,5,0
6907,#pounamu,5,0
6907,#protectihumātao,5,0
6907,#pukumahi,5,0
6907,#pānui,5,0
6907,#pōhara,5,0
6907,#pūkana,5,0
6907,#pūrekireki,5,0
6907,#rahinareo,5,0
6907,#ranginui,5,0
6907,#rangitoto,5,0
6907,#ratana,5,0
6907,#rauaroha,5,0
6907,#raukawakiamau,5,0
6907,#realstories,5,0
6907,#reotipsfor7sharp,5,0
6907,#ritana,5,0
6907,#rlwc2017,5,0
6907,#ruatoki,5,0
6907,#rwcfinal,5,0
6907,#rāmere,5,0
6907,#rāpare,5,0
6907,#rītana,5,0
6907,#rōnakitanga18,5,0
6907,#rūwhenua,5,0
6907,#scichatnz,5,0
6907,#sevensharp,5,0
6907,#sharingnight,5,0
6907,#smackdown,5,0
6907,#strong,5,0
6907,#suffrage125,5,0
6907,#taiao,5,0
6907,#takahe,5,0
6907,#taringa,5,0
6907,#tatarakihi2015,5,0
6907,#tauira,5,0
6907,#tautokofm,5,0
6907,#teaomaori,5,0
6907,#tehakaatoi,5,0
6907,#tematatini15,5,0
6907,#tepirereomāori,5,0
6907,#teraukura,5,0
6907,#teropuwhakahau2017,5,0
6907,#tetaipoutini,5,0
6907,#tetaitonga,5,0
6907,#tetiriti,5,0
6907,#teu,5,0
6907,#tewhanauaapanui,5,0
6907,#tewharetūtauaoaotearoa,5,0
6907,#thatsus,5,0
6907,#thekapa,5,0
6907,#theman,5,0
6907,#thewestcoast,5,0
6907,#theyareus,5,0
6907,#thw,5,0
6907,#toitekupu,5,0
6907,#trotk,5,0
6907,#ttrtpt,5,0
6907,#ttthui,5,0
6907,#tīmataaitehaumaruitekāinga,5,0
6907,#tūī,5,0
6907,#ulearm14,5,0
6907,#urewera4,5,0
6907,#uru,5,0
6907,#waimarie,5,0
6907,#wairarapa,5,0
6907,#wairau,5,0
6907,#waitahakiruka,5,0
6907,#whaiora,5,0
6907,#whakaeke,5,0
6907,#whakamāori,5,0
6907,#whakanuiatereo,5,0
6907,#whakarauora,5,0
6907,#whanauwhenuawhakapapa,5,0
6907,#wharekai,5,0
6907,#wikiotereomāori,5,0
6907,#womeninstem,5,0
6907,#ww100,5,0
6907,#your,5,0
6907,-ko,5,0
6907,1130am,5,0
6907,1884,5,0
6907,1967,5,0
6907,1982,5,0
6907,2000,5,0
6907,2004,5,0
6907,21st,5,0
6907,26,5,0
6907,30-9,5,0
6907,4th,5,0
6907,500,5,0
6907,17:00,5,0
6907,830,5,0
6907,830pm,5,0
6907,96,5,0
6907,aaaaa,5,0
6907,aapoopoo,5,0
6907,adams,5,0
6907,aggregate,5,0
6907,ahahaha,5,0
6907,ahaui,5,0
6907,aheinga,5,0
6907,aho-turuturu,5,0
6907,aihikirimi,5,0
6907,aii,5,0
6907,akakino,5,0
6907,akakite,5,0
6907,akarongo,5,0
6907,akoe,5,0
6907,already,5,0
6907,annabelle,5,0
6907,annie,5,0
6907,anniversary,5,0
6907,annual,5,0
6907,any,5,0
6907,anōtia,5,0
6907,aotearoatanga,5,0
6907,aoteroa,5,0
6907,aparima,5,0
6907,apiti,5,0
6907,appreciate,5,0
6907,apps,5,0
6907,arapeta,5,0
6907,areti,5,0
6907,arewhana,5,0
6907,aroakapa,5,0
6907,arrived,5,0
6907,atā,5,0
6907,atū,5,0
6907,auraka,5,0
6907,awatere,5,0
6907,awerangi,5,0
6907,awherika,5,0
6907,awhero,5,0
6907,ay,5,0
6907,because,5,0
6907,begins,5,0
6907,below,5,0
6907,benji,5,0
6907,bit,5,0
6907,bo,5,0
6907,bones,5,0
6907,break,5,0
6907,breakfast,5,0
6907,breakout,5,0
6907,brrr,5,0
6907,brrrr,5,0
6907,brutha,5,0
6907,budget,5,0
6907,building,5,0
6907,cairns,5,0
6907,candidates,5,0
6907,capital,5,0
6907,case,5,0
6907,catch,5,0
6907,category,5,0
6907,cathy,5,0
6907,caught,5,0
6907,charlotte,5,0
6907,chea,5,0
6907,chee,5,0
6907,child,5,0
6907,children,5,0
6907,christine,5,0
6907,church,5,0
6907,citizenship,5,0
6907,climate,5,0
6907,close,5,0
6907,co,5,0
6907,coffey,5,0
6907,connecting,5,0
6907,cracked,5,0
6907,creative,5,0
6907,crossfit,5,0
6907,dance,5,0
6907,data,5,0
6907,dennis,5,0
6907,dinner,5,0
6907,disrupt,5,0
6907,district,5,0
6907,dublin,5,0
6907,dylan,5,0
6907,east,5,0
6907,eetehi,5,0
6907,egg,5,0
6907,eire,5,0
6907,elder,5,0
6907,eli,5,0
6907,email,5,0
6907,emoji,5,0
6907,emotional,5,0
6907,ep,5,0
6907,erin,5,0
6907,exactly,5,0
6907,exhibition,5,0
6907,fairy,5,0
6907,feature,5,0
6907,feed,5,0
6907,feelings,5,0
6907,film,5,0
6907,finally,5,0
6907,find,5,0
6907,finished,5,0
6907,follower,5,0
6907,forever,5,0
6907,fortnite,5,0
6907,forward,5,0
6907,foster,5,0
6907,francis,5,0
6907,frank,5,0
6907,fresh,5,0
6907,fx,5,0
6907,gal,5,0
6907,gear,5,0
6907,gee,5,0
6907,gentle,5,0
6907,giveaway,5,0
6907,glen,5,0
6907,goals,5,0
6907,gone,5,0
6907,goodnight,5,0
6907,graphic,5,0
6907,guam,5,0
6907,guys,5,0
6907,haaere,5,0
6907,haehae,5,0
6907,hahani,5,0
6907,hakahaka,5,0
6907,hakatere,5,0
6907,hamoterangi,5,0
6907,hamuera,5,0
6907,harata,5,0
6907,haratei,5,0
6907,harihari,5,0
6907,hata,5,0
6907,hati,5,0
6907,haumanutanga,5,0
6907,haumarutanga,5,0
6907,haumihiata,5,0
6907,hautoa,5,0
6907,hauāwhiowhio,5,0
6907,hawaiiki,5,0
6907,hawea,5,0
6907,hawke,5,0
6907,hell,5,0
6907,hello,5,0
6907,heneti,5,0
6907,hereturikoka,5,0
6907,herora,5,0
6907,heta,5,0
6907,heywood,5,0
6907,hikinga,5,0
6907,hinehopu,5,0
6907,hinenuitepō,5,0
6907,hinepūkohurangi,5,0
6907,hiruharama,5,0
6907,hnuku,5,0
6907,hokimai,5,0
6907,hold,5,0
6907,hook,5,0
6907,hootaka,5,0
6907,hopefully,5,0
6907,hopiti,5,0
6907,hopuhopu,5,0
6907,horohoro,5,0
6907,horotiu,5,0
6907,hosking,5,0
6907,hospital,5,0
6907,houanga,5,0
6907,huanui,5,0
6907,huare,5,0
6907,huatahi,5,0
6907,huhu,5,0
6907,hui-tānguru,5,0
6907,hui-ā-iwi,5,0
6907,hui-ā-tau,5,0
6907,huranga,5,0
6907,hurihanga,5,0
6907,hāerenga,5,0
6907,hāhā,5,0
6907,hākoro,5,0
6907,hātakehi,5,0
6907,hātarei,5,0
6907,hāuaua,5,0
6907,hēneti,5,0
6907,hīkoitanga,5,0
6907,hīnaki,5,0
6907,hīroa,5,0
6907,hōrana,5,0
6907,ice,5,0
6907,id,5,0
6907,ihenga,5,0
6907,ihimaera,5,0
6907,image,5,0
6907,important,5,0
6907,inaeanei,5,0
6907,inahea,5,0
6907,inamata,5,0
6907,innovation,5,0
6907,intelligence,5,0
6907,intern,5,0
6907,inuhia,5,0
6907,inē,5,0
6907,iringa,5,0
6907,iripāho,5,0
6907,iritana,5,0
6907,iritekura,5,0
6907,ironmāori,5,0
6907,itaria,5,0
6907,ive,5,0
6907,iā,5,0
6907,jacob,5,0
6907,jacquie,5,0
6907,jam,5,0
6907,jamie,5,0
6907,jc,5,0
6907,jessica,5,0
6907,judge,5,0
6907,junk,5,0
6907,kaahui,5,0
6907,kaakaa,5,0
6907,kaakahu,5,0
6907,kaaku,5,0
6907,kaaore,5,0
6907,kaatahi,5,0
6907,kafe,5,0
6907,kaikoura,5,0
6907,kaipaipa,5,0
6907,kaitakawaenga,5,0
6907,kaitaunaki,5,0
6907,kaitā,5,0
6907,kaiuiui,5,0
6907,kaiwawao,5,0
6907,kaiwhakatere,5,0
6907,kaiwhiwhi,5,0
6907,kamokamo,5,0
6907,kamuputu,5,0
6907,kanekane,5,0
6907,kanorau,5,0
6907,kanui,5,0
6907,karangahape,5,0
6907,karapiro,5,0
6907,kari,5,0
6907,karāhe,5,0
6907,katikati,5,0
6907,kauanuanutia,5,0
6907,kauhautia,5,0
6907,kehu,5,0
6907,kekeno,5,0
6907,ken,5,0
6907,kenga,5,0
6907,kera,5,0
6907,kerri,5,0
6907,kikini,5,0
6907,kikī,5,0
6907,kil,5,0
6907,kira,5,0
6907,kito,5,0
6907,kiwikiwi,5,0
6907,kmu,5,0
6907,koakoa,5,0
6907,kohete,5,0
6907,kohine,5,0
6907,kohukohu,5,0
6907,koiwi,5,0
6907,komo,5,0
6907,kono,5,0
6907,koraunui,5,0
6907,korehāhā,5,0
6907,korona,5,0
6907,kotihi,5,0
6907,kou,5,0
6907,koukou,5,0
6907,kowai,5,0
6907,kt,5,0
6907,kukara,5,0
6907,kume,5,0
6907,kumea,5,0
6907,kupuhipa,5,0
6907,kurakura,5,0
6907,kurapō,5,0
6907,kutikuti,5,0
6907,kākou,5,0
6907,kāmura,5,0
6907,kāpara,5,0
6907,kāpata,5,0
6907,kārere,5,0
6907,kīnga,5,0
6907,kōeke,5,0
6907,kōhao,5,0
6907,kōhi,5,0
6907,kōhua,5,0
6907,kōhungahunga,5,0
6907,kōiriiri,5,0
6907,kōka,5,0
6907,kōmanawa,5,0
6907,kōpaki,5,0
6907,kōpere,5,0
6907,kūao,5,0
6907,kūi,5,0
6907,labour,5,0
6907,latest,5,0
6907,latta,5,0
6907,laugh,5,0
6907,left,5,0
6907,linda,5,0
6907,listening,5,0
6907,lololol,5,0
6907,loses,5,0
6907,lots,5,0
6907,lyndon,5,0
6907,ma-,5,0
6907,maanu,5,0
6907,maarie,5,0
6907,maarire,5,0
6907,maau,5,0
6907,macron,5,0
6907,maehe,5,0
6907,maeroa,5,0
6907,mahy,5,0
6907,maimoatanga,5,0
6907,main,5,0
6907,maipi,5,0
6907,makes,5,0
6907,makete,5,0
6907,malcolm,5,0
6907,mamaku,5,0
6907,manawaroa,5,0
6907,mangō,5,0
6907,manomano,5,0
6907,manutūkē,5,0
6907,mapi,5,0
6907,maria-pare,5,0
6907,mariu,5,0
6907,marshall,5,0
6907,mary,5,0
6907,matangirau,5,0
6907,matapakihia,5,0
6907,matarau,5,0
6907,matata,5,0
6907,matthews,5,0
6907,maungapohatu,5,0
6907,maunu,5,0
6907,mauruuru,5,0
6907,mckenzie,5,0
6907,mero,5,0
6907,metaphor,5,0
6907,mfm,5,0
6907,mi,5,0
6907,midwood,5,0
6907,min,5,0
6907,mma,5,0
6907,mmq,5,0
6907,mna,5,0
6907,moeroa,5,0
6907,mohiti,5,0
6907,mokori,5,0
6907,moohio,5,0
6907,motai,5,0
6907,motuhenga,5,0
6907,mouri,5,0
6907,ms,5,0
6907,mtika,5,0
6907,mtou,5,0
6907,mtua,5,0
6907,muaūpoko,5,0
6907,murphy,5,0
6907,mwah,5,0
6907,māhana,5,0
6907,māhuru,5,0
6907,māhutonga,5,0
6907,māpara,5,0
6907,māpū,5,0
6907,māramataka,5,0
6907,māroiroi,5,0
6907,mārū,5,0
6907,mātahi,5,0
6907,mātangirua,5,0
6907,māuiuitanga,5,0
6907,mīharotanga,5,0
6907,mōhau,5,0
6907,mōheni,5,0
6907,mōhiti,5,0
6907,mōmōhanga,5,0
6907,mōtika,5,0
6907,mōtoi,5,0
6907,mōwhiti,5,0
6907,naaaw,5,0
6907,naia,5,0
6907,naida,5,0
6907,naki,5,0
6907,namunamua,5,0
6907,nancy,5,0
6907,ned,5,0
6907,nekehia,5,0
6907,nethui,5,0
6907,netiporo,5,0
6907,ngahoro,5,0
6907,ngare,5,0
6907,ngarino,5,0
6907,ngatoroirangi,5,0
6907,ngawai,5,0
6907,ngkau,5,0
6907,nguengue,5,0
6907,ngāhuru,5,0
6907,ngāiterangi,5,0
6907,ni,5,0
6907,nicola,5,0
6907,niece,5,0
6907,ninipa,5,0
6907,nohotima,5,0
6907,norta,5,0
6907,northland,5,0
6907,november,5,0
6907,nrl,5,0
6907,nsw,5,0
6907,nukunuku,5,0
6907,nunumi,5,0
6907,nāhau,5,0
6907,nōera,5,0
6907,nōhia,5,0
6907,oaoa,5,0
6907,october,5,0
6907,ohana,5,0
6907,ohaoha,5,0
6907,ohhhh,5,0
6907,ohipa,5,0
6907,olive,5,0
6907,onioni,5,0
6907,oou,5,0
6907,openga,5,0
6907,opportunity,5,0
6907,orini,5,0
6907,oriori,5,0
6907,ormsby,5,0
6907,oropuare,5,0
6907,otakou,5,0
6907,other,5,0
6907,otiria,5,0
6907,paatu,5,0
6907,pacific,5,0
6907,paekupu,5,0
6907,paingia,5,0
6907,pakia,5,0
6907,pakipumeka,5,0
6907,pakirikiri,5,0
